CensusDateKey,CensusDateDate,CensusDateDayInQuarter,CensusDateDayName,CensusDateDayNameAbbrevation,CensusDateDayOfMonth,CensusDateDayOfWeek,CensusDateDayOfWeekInMonth,CensusDateDayOfYear,CensusDateFirstDayOfMonth,CensusDateFirstDayOfQuarter,CensusDateFirstDayofYear,CensusDateHoliday,CensusDateIsHoliday,CensusDateIsWeekday,CensusDateIsWeekend,CensusDateLastDayOfQuarter,CensusDateLastDayofMonth,CensusDateLastDayofYear,CensusDateMonth,CensusDateMonthAbbrevation,CensusDateMonthName,CensusDateMonthOfQuarter,CensusDateQuarter,CensusDateQuarterName,CensusDateQuarterShortName,CensusDateWeekOfMonth,CensusDateWeekOfQuarter,CensusDateWeekOfYear,CensusDateYYYYMM,CensusDateYear,CensusDateYearAndQuarter,CensusDateYearMonth,CensusDateYearName,CensusDateFirstDayOfFiscalYear,CensusDateFiscalDateKey,CensusDateFiscalDayOfYear,CensusDateFiscalMonth,CensusDateFiscalQuarter,CensusDateFiscalQuarterName,CensusDateFiscalWeekOfYear,CensusDateFiscalYear,CensusDateIsFirstDayOfFiscalYear,CensusDateIsLastOfFiscalYear,CensusDateLastDayOfFiscalYear
20220709,2022-07-09 00:00:00,9,Saturday,Sat,9,7,2,190,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,2,2,27,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220709,282,10,4,Q4,41,FY2022,0,0,2022-09-30 00:00:00
20220710,2022-07-10 00:00:00,10,Sunday,Sun,10,1,2,191,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,2,2,27,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220710,283,10,4,Q4,41,FY2022,0,0,2022-09-30 00:00:00
20220711,2022-07-11 00:00:00,11,Monday,Mon,11,2,2,192,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,2,2,28,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220711,284,10,4,Q4,41,FY2022,0,0,2022-09-30 00:00:00
20220712,2022-07-12 00:00:00,12,Tuesday,Tue,12,3,2,193,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,2,2,28,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220712,285,10,4,Q4,41,FY2022,0,0,2022-09-30 00:00:00
20220713,2022-07-13 00:00:00,13,Wednesday,Wed,13,4,2,194,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,2,2,28,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220713,286,10,4,Q4,41,FY2022,0,0,2022-09-30 00:00:00
20220714,2022-07-14 00:00:00,14,Thursday,Thu,14,5,2,195,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,2,2,28,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220714,287,10,4,Q4,41,FY2022,0,0,2022-09-30 00:00:00
20220715,2022-07-15 00:00:00,15,Friday,Fri,15,6,3,196,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,3,3,28,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220715,288,10,4,Q4,42,FY2022,0,0,2022-09-30 00:00:00
20220716,2022-07-16 00:00:00,16,Saturday,Sat,16,7,3,197,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,3,3,28,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220716,289,10,4,Q4,42,FY2022,0,0,2022-09-30 00:00:00
20220717,2022-07-17 00:00:00,17,Sunday,Sun,17,1,3,198,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,3,3,28,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220717,290,10,4,Q4,42,FY2022,0,0,2022-09-30 00:00:00
20220718,2022-07-18 00:00:00,18,Monday,Mon,18,2,3,199,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,3,3,29,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220718,291,10,4,Q4,42,FY2022,0,0,2022-09-30 00:00:00
20220719,2022-07-19 00:00:00,19,Tuesday,Tue,19,3,3,200,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,3,3,29,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220719,292,10,4,Q4,42,FY2022,0,0,2022-09-30 00:00:00
20220720,2022-07-20 00:00:00,20,Wednesday,Wed,20,4,3,201,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,3,3,29,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220720,293,10,4,Q4,42,FY2022,0,0,2022-09-30 00:00:00
20220721,2022-07-21 00:00:00,21,Thursday,Thu,21,5,3,202,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,3,3,29,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220721,294,10,4,Q4,42,FY2022,0,0,2022-09-30 00:00:00
20220722,2022-07-22 00:00:00,22,Friday,Fri,22,6,4,203,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,4,4,29,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220722,295,10,4,Q4,43,FY2022,0,0,2022-09-30 00:00:00
20220723,2022-07-23 00:00:00,23,Saturday,Sat,23,7,4,204,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,4,4,29,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220723,296,10,4,Q4,43,FY2022,0,0,2022-09-30 00:00:00
20220724,2022-07-24 00:00:00,24,Sunday,Sun,24,1,4,205,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,4,4,29,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220724,297,10,4,Q4,43,FY2022,0,0,2022-09-30 00:00:00
20220725,2022-07-25 00:00:00,25,Monday,Mon,25,2,4,206,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,4,4,30,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220725,298,10,4,Q4,43,FY2022,0,0,2022-09-30 00:00:00
20220726,2022-07-26 00:00:00,26,Tuesday,Tue,26,3,4,207,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,4,4,30,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220726,299,10,4,Q4,43,FY2022,0,0,2022-09-30 00:00:00
20220727,2022-07-27 00:00:00,27,Wednesday,Wed,27,4,4,208,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,4,4,30,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220727,300,10,4,Q4,43,FY2022,0,0,2022-09-30 00:00:00
20220728,2022-07-28 00:00:00,28,Thursday,Thu,28,5,4,209,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,4,4,30,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220728,301,10,4,Q4,43,FY2022,0,0,2022-09-30 00:00:00
20220729,2022-07-29 00:00:00,29,Friday,Fri,29,6,5,210,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,5,5,30,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220729,302,10,4,Q4,44,FY2022,0,0,2022-09-30 00:00:00
20220730,2022-07-30 00:00:00,30,Saturday,Sat,30,7,5,211,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,5,5,30,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220730,303,10,4,Q4,44,FY2022,0,0,2022-09-30 00:00:00
20220731,2022-07-31 00:00:00,31,Sunday,Sun,31,1,5,212,2022-07-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-07-31 00:00:00,2022-12-31 00:00:00,7,Jul,July,1,3,Third,Q3,5,5,30,2022/07,2022,2022/Q3,2022/Jul,CY 2022,2021-10-01 00:00:00,20220731,304,10,4,Q4,44,FY2022,0,0,2022-09-30 00:00:00
20220801,2022-08-01 00:00:00,32,Monday,Mon,1,2,1,213,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,1,5,31,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220801,305,11,4,Q4,44,FY2022,0,0,2022-09-30 00:00:00
20220802,2022-08-02 00:00:00,33,Tuesday,Tue,2,3,1,214,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,1,5,31,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220802,306,11,4,Q4,44,FY2022,0,0,2022-09-30 00:00:00
20220803,2022-08-03 00:00:00,34,Wednesday,Wed,3,4,1,215,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,1,5,31,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220803,307,11,4,Q4,44,FY2022,0,0,2022-09-30 00:00:00
20220804,2022-08-04 00:00:00,35,Thursday,Thu,4,5,1,216,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,1,5,31,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220804,308,11,4,Q4,44,FY2022,0,0,2022-09-30 00:00:00
20220805,2022-08-05 00:00:00,36,Friday,Fri,5,6,1,217,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,1,6,31,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220805,309,11,4,Q4,45,FY2022,0,0,2022-09-30 00:00:00
20220806,2022-08-06 00:00:00,37,Saturday,Sat,6,7,1,218,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,1,6,31,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220806,310,11,4,Q4,45,FY2022,0,0,2022-09-30 00:00:00
20220807,2022-08-07 00:00:00,38,Sunday,Sun,7,1,1,219,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,1,6,31,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220807,311,11,4,Q4,45,FY2022,0,0,2022-09-30 00:00:00
20220808,2022-08-08 00:00:00,39,Monday,Mon,8,2,2,220,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,2,6,32,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220808,312,11,4,Q4,45,FY2022,0,0,2022-09-30 00:00:00
20220809,2022-08-09 00:00:00,40,Tuesday,Tue,9,3,2,221,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,2,6,32,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220809,313,11,4,Q4,45,FY2022,0,0,2022-09-30 00:00:00
20220810,2022-08-10 00:00:00,41,Wednesday,Wed,10,4,2,222,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,2,6,32,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220810,314,11,4,Q4,45,FY2022,0,0,2022-09-30 00:00:00
20220811,2022-08-11 00:00:00,42,Thursday,Thu,11,5,2,223,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,2,6,32,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220811,315,11,4,Q4,45,FY2022,0,0,2022-09-30 00:00:00
20220812,2022-08-12 00:00:00,43,Friday,Fri,12,6,2,224,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,2,7,32,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220812,316,11,4,Q4,46,FY2022,0,0,2022-09-30 00:00:00
20220813,2022-08-13 00:00:00,44,Saturday,Sat,13,7,2,225,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,2,7,32,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220813,317,11,4,Q4,46,FY2022,0,0,2022-09-30 00:00:00
20220814,2022-08-14 00:00:00,45,Sunday,Sun,14,1,2,226,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,2,7,32,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220814,318,11,4,Q4,46,FY2022,0,0,2022-09-30 00:00:00
20220815,2022-08-15 00:00:00,46,Monday,Mon,15,2,3,227,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,3,7,33,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220815,319,11,4,Q4,46,FY2022,0,0,2022-09-30 00:00:00
20220816,2022-08-16 00:00:00,47,Tuesday,Tue,16,3,3,228,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,3,7,33,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220816,320,11,4,Q4,46,FY2022,0,0,2022-09-30 00:00:00
20220817,2022-08-17 00:00:00,48,Wednesday,Wed,17,4,3,229,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,3,7,33,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220817,321,11,4,Q4,46,FY2022,0,0,2022-09-30 00:00:00
20220818,2022-08-18 00:00:00,49,Thursday,Thu,18,5,3,230,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,3,7,33,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220818,322,11,4,Q4,46,FY2022,0,0,2022-09-30 00:00:00
20220819,2022-08-19 00:00:00,50,Friday,Fri,19,6,3,231,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,3,8,33,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220819,323,11,4,Q4,47,FY2022,0,0,2022-09-30 00:00:00
20220820,2022-08-20 00:00:00,51,Saturday,Sat,20,7,3,232,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,3,8,33,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220820,324,11,4,Q4,47,FY2022,0,0,2022-09-30 00:00:00
20220821,2022-08-21 00:00:00,52,Sunday,Sun,21,1,3,233,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,3,8,33,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220821,325,11,4,Q4,47,FY2022,0,0,2022-09-30 00:00:00
20220822,2022-08-22 00:00:00,53,Monday,Mon,22,2,4,234,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,4,8,34,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220822,326,11,4,Q4,47,FY2022,0,0,2022-09-30 00:00:00
20220823,2022-08-23 00:00:00,54,Tuesday,Tue,23,3,4,235,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,4,8,34,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220823,327,11,4,Q4,47,FY2022,0,0,2022-09-30 00:00:00
20220824,2022-08-24 00:00:00,55,Wednesday,Wed,24,4,4,236,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,4,8,34,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220824,328,11,4,Q4,47,FY2022,0,0,2022-09-30 00:00:00
20220825,2022-08-25 00:00:00,56,Thursday,Thu,25,5,4,237,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,4,8,34,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220825,329,11,4,Q4,47,FY2022,0,0,2022-09-30 00:00:00
20220826,2022-08-26 00:00:00,57,Friday,Fri,26,6,4,238,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,4,9,34,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220826,330,11,4,Q4,48,FY2022,0,0,2022-09-30 00:00:00
20220827,2022-08-27 00:00:00,58,Saturday,Sat,27,7,4,239,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,4,9,34,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220827,331,11,4,Q4,48,FY2022,0,0,2022-09-30 00:00:00
20220828,2022-08-28 00:00:00,59,Sunday,Sun,28,1,4,240,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,4,9,34,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220828,332,11,4,Q4,48,FY2022,0,0,2022-09-30 00:00:00
20220829,2022-08-29 00:00:00,60,Monday,Mon,29,2,5,241,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,5,9,35,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220829,333,11,4,Q4,48,FY2022,0,0,2022-09-30 00:00:00
20220830,2022-08-30 00:00:00,61,Tuesday,Tue,30,3,5,242,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,5,9,35,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220830,334,11,4,Q4,48,FY2022,0,0,2022-09-30 00:00:00
20220831,2022-08-31 00:00:00,62,Wednesday,Wed,31,4,5,243,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-08-31 00:00:00,2022-12-31 00:00:00,8,Aug,August,2,3,Third,Q3,5,9,35,2022/08,2022,2022/Q3,2022/Aug,CY 2022,2021-10-01 00:00:00,20220831,335,11,4,Q4,48,FY2022,0,0,2022-09-30 00:00:00
20220901,2022-09-01 00:00:00,63,Thursday,Thu,1,5,1,244,2022-09-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,9,Sep,September,3,3,Third,Q3,1,9,35,2022/09,2022,2022/Q3,2022/Sep,CY 2022,2021-10-01 00:00:00,20220901,336,12,4,Q4,48,FY2022,0,0,2022-09-30 00:00:00
20220902,2022-09-02 00:00:00,64,Friday,Fri,2,6,1,245,2022-09-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,9,Sep,September,3,3,Third,Q3,1,10,35,2022/09,2022,2022/Q3,2022/Sep,CY 2022,2021-10-01 00:00:00,20220902,337,12,4,Q4,49,FY2022,0,0,2022-09-30 00:00:00
20220903,2022-09-03 00:00:00,65,Saturday,Sat,3,7,1,246,2022-09-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,9,Sep,September,3,3,Third,Q3,1,10,35,2022/09,2022,2022/Q3,2022/Sep,CY 2022,2021-10-01 00:00:00,20220903,338,12,4,Q4,49,FY2022,0,0,2022-09-30 00:00:00
20220904,2022-09-04 00:00:00,66,Sunday,Sun,4,1,1,247,2022-09-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,False,True,2022-09-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,9,Sep,September,3,3,Third,Q3,1,10,35,2022/09,2022,2022/Q3,2022/Sep,CY 2022,2021-10-01 00:00:00,20220904,339,12,4,Q4,49,FY2022,0,0,2022-09-30 00:00:00
20220905,2022-09-05 00:00:00,67,Monday,Mon,5,2,1,248,2022-09-01 00:00:00,2022-07-01 00:00:00,2022-01-01 00:00:00,,False,True,False,2022-09-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,9,Sep,September,3,3,Third,Q3,1,10,36,2022/09,2022,2022/Q3,2022/Sep,CY 2022,2021-10-01 00:00:00,20220905,340,12,4,Q4,49,FY2022,0,0,2022-09-30 00:00:00
