"TransactionID","CustomerID","Product","Variation","Rating"
"27222","8353","Student Loan","Refinance","3.9"
"27223","8353","Investment Account","Self-Directed","3.6"
"27224","5700","Savings Account","Money Market","3.4"
"27225","5700","Checking Account","Basic","3.7"
"27226","6945","Credit Card","Business","5.0"
"27227","6945","Business Loan","Term Loan","4.4"
"27228","4494","Auto Loan","Lease","4.6"
"27229","4494","Home Equity Loan","Fixed Rate","4.6"
"27230","4494","Student Loan","Consolidation","2.7"
"27231","9493","Auto Loan","New Car","3.5"
"27232","9493","Retirement Account","IRA","4.4"
"27233","4912","Retirement Account","Roth IRA","4.2"
"27234","4912","Student Loan","Federal","4.7"
"27235","3988","Mortgage","Fixed Rate","3.1"
"27236","3988","Credit Card","Student","3.5"
"27237","3988","Business Loan","Term Loan","4.7"
"27238","9720","Savings Account","Money Market","5.0"
"27239","9720","Certificate of Deposit","3-Month","4.9"
"27240","6016","Business Loan","Line of Credit","5.0"
"27241","6016","Credit Card","Business","2.8"
"27242","6016","Mortgage","Reverse Mortgage","3.7"
"27243","1219","Student Loan","Federal","3.9"
"27244","1219","Retirement Account","IRA","3.9"
"27245","4497","Home Equity Loan","HELOC","4.3"
"27246","4497","Student Loan","Private","3.6"
"27247","4736","Home Equity Loan","HELOC","3.9"
"27248","4736","Investment Account","Brokerage","4.2"
"27249","4736","Retirement Account","Simple IRA","5.0"
"27250","4556","Savings Account","Money Market","3.3"
"27251","4556","Checking Account","Interest Bearing","4.5"
"27252","9147","Home Equity Loan","Fixed Rate","3.5"
"27253","9147","Student Loan","Federal","3.6"
"27254","9147","Investment Account","Brokerage","2.9"
"27255","8051","Investment Account","Managed","4.0"
"27256","8051","Auto Loan","Refinance","3.0"
"27257","3447","Home Equity Loan","HELOC","4.9"
"27258","3447","Student Loan","Refinance","3.6"
"27259","3447","Auto Loan","Refinance","3.3"
"27260","1046","Savings Account","Regular","4.9"
"27261","1046","Certificate of Deposit","10-Year","3.7"
"27262","6894","Certificate of Deposit","1-Year","2.3"
"27263","6894","Checking Account","Student","3.9"
"27264","1694","Auto Loan","New Car","4.7"
"27265","1694","Student Loan","Private","4.8"
"27266","1694","Home Equity Loan","Variable Rate","5.0"
"27267","3437","Investment Account","Robo Advisor","5.0"
"27268","3437","Auto Loan","Refinance","4.9"
"27269","8755","Mortgage","Balloon Payment","5.0"
"27270","8755","Credit Card","Student","4.7"
"27271","5896","Auto Loan","Used Car","4.1"
"27272","5896","Investment Account","Self-Directed","5.0"
"27273","5896","Retirement Account","IRA","4.2"
"27274","3355","Auto Loan","New Car","4.1"
"27275","3355","Retirement Account","IRA","5.0"
"27276","226","Credit Card","Student","3.9"
"27277","226","Business Loan","SBA Loan","3.8"
"27278","4894","Investment Account","Managed","4.5"
"27279","4894","Retirement Account","SEP IRA","5.0"
"27280","7023","Credit Card","Rewards","3.0"
"27281","7023","Business Loan","SBA Loan","4.1"
"27282","9152","Student Loan","Private","3.8"
"27283","9152","Auto Loan","Refinance","4.0"
"27284","9152","Home Equity Loan","HELOC","4.7"
"27285","5601","Savings Account","Money Market","4.4"
"27286","5601","Personal Loan","Debt Consolidation","4.4"
"27287","5601","Checking Account","Interest Bearing","3.3"
"27288","7997","Auto Loan","Lease","3.8"
"27289","7997","Student Loan","Consolidation","4.7"
"27290","7997","Home Equity Loan","Fixed Rate","4.8"
"27291","9008","Home Equity Loan","HELOC","3.8"
"27292","9008","Retirement Account","Roth IRA","4.3"
"27293","9008","Investment Account","Managed","3.9"
"27294","7684","Savings Account","Regular","4.3"
"27295","7684","Checking Account","Student","4.7"
"27296","4643","Mortgage","Reverse Mortgage","2.4"
"27297","4643","Credit Card","Travel","4.6"
"27298","4643","Business Loan","Line of Credit","4.3"
"27299","7680","Business Loan","Line of Credit","3.3"
"27300","7680","Mortgage","Balloon Payment","4.7"
"27301","7680","Credit Card","Cashback","4.9"
"27302","8209","Business Loan","Line of Credit","4.4"
"27303","8209","Credit Card","Cashback","3.9"
"27304","7340","Credit Card","Balance Transfer","4.6"
"27305","7340","Mortgage","Balloon Payment","4.0"
"27306","9436","Certificate of Deposit","1-Year","3.2"
"27307","2206","Home Equity Loan","HELOC","4.7"
"27308","2206","Investment Account","Managed","3.3"
"27309","1070","Checking Account","Premium","4.4"
"27310","1070","Personal Loan","Home Improvement","3.4"
"27311","1070","Certificate of Deposit","10-Year","3.9"
"27312","3445","Certificate of Deposit","5-Year","4.0"
"27313","3445","Checking Account","Senior","3.7"
"27314","1061","Business Loan","Line of Credit","4.3"
"27315","1061","Mortgage","Reverse Mortgage","5.0"
"27316","2328","Home Equity Loan","Fixed Rate","3.2"
"27317","2328","Student Loan","Refinance","4.7"
"27318","2328","Investment Account","Self-Directed","4.9"
"27319","3421","Savings Account","High Yield","3.6"
"27320","302","Checking Account","Basic","4.5"
"27321","607","Credit Card","Rewards","4.6"
"27322","607","Mortgage","Balloon Payment","3.6"
"27323","607","Business Loan","Term Loan","4.1"
"27324","3171","Business Loan","SBA Loan","3.3"
"27325","3171","Credit Card","Balance Transfer","3.9"
"27326","700","Savings Account","High Yield","4.2"
"27327","700","Checking Account","Interest Bearing","4.0"
"27328","5089","Personal Loan","Debt Consolidation","4.6"
"27329","5089","Checking Account","Senior","4.9"
"27330","5089","Savings Account","Regular","3.8"
"27331","9332","Credit Card","Business","3.3"
"27332","9332","Mortgage","Reverse Mortgage","5.0"
"27333","191","Investment Account","Brokerage","3.0"
"27334","191","Student Loan","Federal","4.9"
"27335","191","Auto Loan","Refinance","3.9"
"27336","981","Home Equity Loan","Variable Rate","3.7"
"27337","2976","Business Loan","Equipment Financing","3.6"
"27338","2976","Credit Card","Balance Transfer","3.3"
"27339","6103","Mortgage","Reverse Mortgage","5.0"
"27340","6103","Credit Card","Student","3.5"
"27341","1185","Savings Account","Children's Savings","3.4"
"27342","1185","Certificate of Deposit","10-Year","2.5"
"27343","3328","Mortgage","Hybrid Rate","3.7"
"27344","3328","Credit Card","Secured","3.3"
"27345","3328","Business Loan","SBA Loan","3.7"
"27346","3395","Home Equity Loan","Fixed Rate","4.6"
"27347","3395","Auto Loan","New Car","3.0"
"27348","8320","Auto Loan","New Car","3.4"
"27349","8320","Retirement Account","SEP IRA","3.6"
"27350","8320","Student Loan","Refinance","4.2"
"27351","1817","Business Loan","SBA Loan","3.2"
"27352","1817","Credit Card","Cashback","4.1"
"27353","5855","Checking Account","Student","3.2"
"27354","6710","Checking Account","Basic","3.6"
"27355","570","Student Loan","Private","3.4"
"27356","570","Home Equity Loan","Variable Rate","3.7"
"27357","570","Investment Account","Brokerage","3.4"
"27358","5443","Auto Loan","New Car","3.2"
"27359","5443","Retirement Account","IRA","2.4"
"27360","1896","Investment Account","Brokerage","3.7"
"27361","1896","Home Equity Loan","Variable Rate","4.2"
"27362","2734","Savings Account","Money Market","4.0"
"27363","2734","Personal Loan","Debt Consolidation","3.8"
"27364","3864","Certificate of Deposit","1-Year","3.8"
"27365","7456","Certificate of Deposit","10-Year","3.8"
"27366","4015","Auto Loan","Used Car","4.7"
"27367","1687","Investment Account","Self-Directed","4.3"
"27368","1687","Auto Loan","Refinance","4.3"
"27369","1687","Retirement Account","IRA","3.4"
"27370","3010","Savings Account","Children's Savings","3.9"
"27371","3010","Certificate of Deposit","6-Month","4.4"
"27372","7807","Certificate of Deposit","3-Month","4.4"
"27373","7807","Personal Loan","Home Improvement","4.2"
"27374","155","Student Loan","Refinance","3.2"
"27375","1410","Checking Account","Senior","4.9"
"27376","1410","Certificate of Deposit","2-Year","4.5"
"27377","785","Investment Account","Self-Directed","4.3"
"27378","785","Home Equity Loan","Variable Rate","3.3"
"27379","785","Auto Loan","Lease","3.6"
"27380","8097","Investment Account","Brokerage","3.6"
"27381","8097","Retirement Account","IRA","4.6"
"27382","7561","Certificate of Deposit","2-Year","4.0"
"27383","7561","Personal Loan","Unsecured","4.4"
"27384","7344","Mortgage","Fixed Rate","4.7"
"27385","7344","Credit Card","Business","3.6"
"27386","7207","Mortgage","Fixed Rate","2.8"
"27387","7207","Credit Card","Rewards","2.7"
"27388","7207","Business Loan","SBA Loan","3.3"
"27389","5597","Student Loan","Federal","4.5"
"27390","5597","Auto Loan","Refinance","4.2"
"27391","5597","Investment Account","Brokerage","3.7"
"27392","5802","Investment Account","Managed","4.8"
"27393","5802","Student Loan","Consolidation","3.0"
"27394","5802","Home Equity Loan","HELOC","3.6"
"27395","2807","Auto Loan","New Car","4.1"
"27396","2807","Retirement Account","Simple IRA","2.5"
"27397","538","Retirement Account","Simple IRA","3.6"
"27398","538","Investment Account","Robo Advisor","4.1"
"27399","5987","Mortgage","Fixed Rate","5.0"
"27400","5987","Business Loan","Equipment Financing","4.5"
"27401","1842","Personal Loan","Unsecured","4.4"
"27402","1842","Savings Account","High Yield","2.7"
"27403","1842","Checking Account","Senior","4.1"
"27404","8717","Auto Loan","Lease","4.9"
"27405","8717","Investment Account","Managed","4.2"
"27406","6972","Home Equity Loan","Fixed Rate","4.7"
"27407","6972","Student Loan","Federal","4.5"
"27408","6972","Investment Account","Managed","5.0"
"27409","5626","Investment Account","Managed","3.4"
"27410","5626","Auto Loan","Refinance","3.9"
"27411","2951","Business Loan","SBA Loan","3.3"
"27412","2951","Credit Card","Cashback","4.3"
"27413","7993","Retirement Account","SEP IRA","4.2"
"27414","7993","Home Equity Loan","Variable Rate","3.7"
"27415","4781","Personal Loan","Debt Consolidation","5.0"
"27416","4781","Savings Account","Regular","5.0"
"27417","4781","Certificate of Deposit","5-Year","3.4"
"27418","2369","Student Loan","Refinance","3.0"
"27419","2369","Retirement Account","Simple IRA","3.8"
"27420","2369","Home Equity Loan","Variable Rate","3.5"
"27421","6656","Savings Account","Children's Savings","4.4"
"27422","8174","Retirement Account","IRA","4.2"
"27423","8174","Investment Account","Self-Directed","4.8"
"27424","8174","Home Equity Loan","HELOC","4.1"
"27425","4496","Mortgage","Fixed Rate","4.2"
"27426","4496","Credit Card","Balance Transfer","2.9"
"27427","4496","Business Loan","Line of Credit","5.0"
"27428","9164","Auto Loan","New Car","5.0"
"27429","6003","Mortgage","Reverse Mortgage","4.7"
"27430","6003","Business Loan","Term Loan","4.4"
"27431","6615","Mortgage","Balloon Payment","4.2"
"27432","6615","Business Loan","Line of Credit","3.3"
"27433","6615","Credit Card","Travel","5.0"
"27434","9359","Savings Account","Children's Savings","4.4"
"27435","9359","Personal Loan","Secured","3.8"
"27436","5920","Mortgage","Hybrid Rate","3.7"
"27437","5920","Business Loan","SBA Loan","3.6"
"27438","854","Investment Account","Robo Advisor","4.0"
"27439","854","Auto Loan","New Car","3.2"
"27440","854","Retirement Account","SEP IRA","4.5"
"27441","4147","Business Loan","Equipment Financing","4.0"
"27442","4147","Credit Card","Travel","3.7"
"27443","4147","Mortgage","Fixed Rate","5.0"
"27444","3770","Home Equity Loan","HELOC","3.4"
"27445","575","Certificate of Deposit","1-Year","3.9"
"27446","575","Personal Loan","Unsecured","3.5"
"27447","1149","Business Loan","Line of Credit","2.8"
"27448","1149","Mortgage","Reverse Mortgage","3.3"
"27449","6294","Auto Loan","New Car","4.0"
"27450","6294","Student Loan","Refinance","4.7"
"27451","6458","Student Loan","Consolidation","3.7"
"27452","6458","Auto Loan","Lease","3.7"
"27453","7510","Retirement Account","401K","3.8"
"27454","7510","Home Equity Loan","HELOC","3.4"
"27455","7510","Auto Loan","New Car","4.4"
"27456","9908","Business Loan","Term Loan","2.4"
"27457","9908","Mortgage","Balloon Payment","5.0"
"27458","9908","Credit Card","Business","3.8"
"27459","4778","Certificate of Deposit","10-Year","3.8"
"27460","4778","Personal Loan","Secured","4.7"
"27461","3855","Checking Account","Basic","4.2"
"27462","3855","Personal Loan","Home Improvement","4.7"
"27463","3855","Savings Account","Money Market","3.5"
"27464","2492","Student Loan","Federal","3.9"
"27465","2492","Investment Account","Self-Directed","3.6"
"27466","3125","Checking Account","Senior","4.5"
"27467","3125","Certificate of Deposit","2-Year","3.3"
"27468","5692","Certificate of Deposit","6-Month","3.7"
"27469","5692","Personal Loan","Unsecured","3.7"
"27470","5692","Savings Account","Regular","5.0"
"27471","3052","Home Equity Loan","HELOC","4.9"
"27472","3052","Student Loan","Federal","3.2"
"27473","3052","Investment Account","Self-Directed","3.5"
"27474","5","Mortgage","Interest Only","4.2"
"27475","5","Business Loan","Term Loan","3.5"
"27476","5","Credit Card","Cashback","3.0"
"27477","5223","Retirement Account","Simple IRA","5.0"
"27478","5223","Auto Loan","Refinance","4.6"
"27479","5316","Mortgage","Fixed Rate","4.5"
"27480","4870","Student Loan","Federal","3.5"
"27481","4870","Home Equity Loan","Fixed Rate","4.6"
"27482","877","Personal Loan","Unsecured","3.0"
"27483","877","Checking Account","Premium","5.0"
"27484","9184","Home Equity Loan","HELOC","4.4"
"27485","9184","Investment Account","Self-Directed","3.9"
"27486","7028","Credit Card","Business","4.3"
"27487","7028","Business Loan","Term Loan","4.4"
"27488","7028","Mortgage","Interest Only","5.0"
"27489","4143","Mortgage","Interest Only","3.1"
"27490","4143","Business Loan","SBA Loan","3.6"
"27491","6967","Home Equity Loan","Fixed Rate","5.0"
"27492","6967","Auto Loan","New Car","5.0"
"27493","7080","Personal Loan","Unsecured","3.0"
"27494","7080","Certificate of Deposit","5-Year","3.9"
"27495","7988","Personal Loan","Unsecured","2.6"
"27496","7988","Certificate of Deposit","10-Year","5.0"
"27497","6800","Business Loan","Term Loan","4.1"
"27498","6800","Credit Card","Balance Transfer","5.0"
"27499","6800","Mortgage","Hybrid Rate","4.7"
"27500","4466","Checking Account","Student","3.6"
"27501","4466","Savings Account","High Yield","4.2"
"27502","4466","Certificate of Deposit","6-Month","4.6"
"27503","636","Business Loan","SBA Loan","4.4"
"27504","636","Mortgage","Interest Only","4.7"
"27505","636","Credit Card","Business","3.2"
"27506","1694","Retirement Account","IRA","3.7"
"27507","1694","Home Equity Loan","HELOC","3.3"
"27508","1694","Investment Account","Robo Advisor","4.8"
"27509","9875","Mortgage","Balloon Payment","3.2"
"27510","9875","Business Loan","Line of Credit","4.1"
"27511","9875","Credit Card","Balance Transfer","5.0"
"27512","4753","Credit Card","Rewards","4.1"
"27513","4753","Business Loan","SBA Loan","4.3"
"27514","8312","Home Equity Loan","Variable Rate","2.5"
"27515","8312","Student Loan","Private","3.3"
"27516","8312","Investment Account","Managed","4.2"
"27517","831","Business Loan","Term Loan","4.6"
"27518","831","Credit Card","Travel","4.5"
"27519","5178","Auto Loan","Refinance","4.6"
"27520","5178","Student Loan","Federal","4.6"
"27521","9562","Certificate of Deposit","3-Month","4.8"
"27522","9562","Savings Account","Children's Savings","3.7"
"27523","8933","Personal Loan","Secured","3.7"
"27524","8933","Checking Account","Premium","4.8"
"27525","8309","Certificate of Deposit","6-Month","4.7"
"27526","8309","Checking Account","Student","4.5"
"27527","5950","Credit Card","Travel","2.9"
"27528","5950","Mortgage","Adjustable Rate","3.7"
"27529","2839","Certificate of Deposit","3-Month","4.4"
"27530","2839","Savings Account","High Yield","4.1"
"27531","1151","Mortgage","Interest Only","3.6"
"27532","1151","Credit Card","Business","4.0"
"27533","7561","Certificate of Deposit","1-Year","4.5"
"27534","7561","Checking Account","Premium","5.0"
"27535","1932","Savings Account","Regular","3.5"
"27536","1932","Certificate of Deposit","2-Year","3.8"
"27537","9205","Investment Account","Robo Advisor","3.7"
"27538","9205","Auto Loan","Used Car","4.6"
"27539","1665","Student Loan","Federal","5.0"
"27540","1665","Auto Loan","Lease","3.8"
"27541","1082","Student Loan","Private","3.0"
"27542","1082","Home Equity Loan","Fixed Rate","3.3"
"27543","513","Retirement Account","SEP IRA","4.2"
"27544","513","Home Equity Loan","Variable Rate","4.1"
"27545","513","Student Loan","Private","3.8"
"27546","7806","Mortgage","Balloon Payment","4.3"
"27547","7806","Credit Card","Balance Transfer","3.4"
"27548","5238","Home Equity Loan","HELOC","3.1"
"27549","5238","Student Loan","Consolidation","4.5"
"27550","560","Home Equity Loan","HELOC","4.8"
"27551","560","Investment Account","Robo Advisor","4.4"
"27552","3673","Investment Account","Self-Directed","3.1"
"27553","3673","Student Loan","Federal","4.9"
"27554","7405","Certificate of Deposit","1-Year","4.5"
"27555","7405","Personal Loan","Unsecured","3.5"
"27556","3344","Student Loan","Private","2.9"
"27557","3344","Investment Account","Self-Directed","3.6"
"27558","4071","Home Equity Loan","HELOC","4.5"
"27559","4071","Retirement Account","Simple IRA","4.0"
"27560","9663","Business Loan","Equipment Financing","4.4"
"27561","9663","Mortgage","Interest Only","2.9"
"27562","581","Student Loan","Private","4.6"
"27563","581","Investment Account","Managed","2.6"
"27564","581","Retirement Account","Simple IRA","3.3"
"27565","7005","Business Loan","Line of Credit","4.7"
"27566","8131","Savings Account","Money Market","3.7"
"27567","3148","Investment Account","Brokerage","3.8"
"27568","3148","Retirement Account","Roth IRA","2.7"
"27569","3148","Home Equity Loan","HELOC","4.7"
"27570","4250","Student Loan","Private","3.6"
"27571","4250","Investment Account","Managed","4.3"
"27572","4250","Auto Loan","Refinance","3.3"
"27573","1680","Mortgage","Fixed Rate","5.0"
"27574","1680","Business Loan","Line of Credit","3.9"
"27575","3507","Checking Account","Interest Bearing","4.5"
"27576","3507","Savings Account","Regular","3.5"
"27577","7254","Personal Loan","Home Improvement","3.7"
"27578","7254","Certificate of Deposit","2-Year","3.7"
"27579","7254","Checking Account","Interest Bearing","3.9"
"27580","2745","Home Equity Loan","Variable Rate","4.5"
"27581","2745","Investment Account","Managed","4.4"
"27582","9436","Retirement Account","401K","4.2"
"27583","9436","Home Equity Loan","Fixed Rate","4.5"
"27584","5189","Checking Account","Senior","4.4"
"27585","5189","Personal Loan","Debt Consolidation","4.2"
"27586","2142","Certificate of Deposit","10-Year","3.3"
"27587","2142","Personal Loan","Debt Consolidation","4.4"
"27588","2142","Checking Account","Basic","3.6"
"27589","6618","Retirement Account","401K","4.6"
"27590","6618","Home Equity Loan","HELOC","3.9"
"27591","2480","Mortgage","Balloon Payment","4.0"
"27592","2480","Business Loan","Equipment Financing","4.3"
"27593","6485","Student Loan","Federal","3.7"
"27594","6485","Retirement Account","IRA","3.9"
"27595","9828","Savings Account","High Yield","4.2"
"27596","9828","Certificate of Deposit","5-Year","3.8"
"27597","7422","Personal Loan","Secured","3.7"
"27598","7422","Certificate of Deposit","10-Year","4.1"
"27599","9950","Business Loan","Line of Credit","4.2"
"27600","9950","Mortgage","Hybrid Rate","4.2"
"27601","4453","Auto Loan","New Car","2.2"
"27602","5882","Personal Loan","Secured","4.5"
"27603","5882","Certificate of Deposit","1-Year","5.0"
"27604","6666","Business Loan","Equipment Financing","4.8"
"27605","6666","Credit Card","Secured","3.9"
"27606","2850","Auto Loan","Refinance","4.1"
"27607","7391","Checking Account","Interest Bearing","4.0"
"27608","7391","Personal Loan","Unsecured","4.4"
"27609","6906","Auto Loan","Refinance","4.0"
"27610","6906","Investment Account","Managed","2.6"
"27611","2490","Auto Loan","Refinance","5.0"
"27612","2490","Retirement Account","SEP IRA","3.6"
"27613","9824","Retirement Account","Roth IRA","4.8"
"27614","9824","Student Loan","Private","4.1"
"27615","9208","Home Equity Loan","Variable Rate","4.4"
"27616","9208","Auto Loan","Refinance","3.9"
"27617","9541","Certificate of Deposit","6-Month","4.3"
"27618","4612","Personal Loan","Secured","3.7"
"27619","4612","Certificate of Deposit","6-Month","4.7"
"27620","2840","Credit Card","Travel","3.2"
"27621","2840","Mortgage","Fixed Rate","4.6"
"27622","2840","Business Loan","Line of Credit","3.5"
"27623","8528","Business Loan","Line of Credit","3.4"
"27624","8528","Credit Card","Balance Transfer","5.0"
"27625","5879","Mortgage","Fixed Rate","2.7"
"27626","5879","Credit Card","Rewards","4.1"
"27627","9088","Home Equity Loan","Fixed Rate","3.8"
"27628","9088","Auto Loan","Refinance","4.7"
"27629","6304","Mortgage","Balloon Payment","5.0"
"27630","6304","Business Loan","Line of Credit","4.0"
"27631","852","Certificate of Deposit","5-Year","3.2"
"27632","852","Savings Account","Children's Savings","3.9"
"27633","1688","Investment Account","Managed","4.3"
"27634","1688","Home Equity Loan","Variable Rate","5.0"
"27635","1688","Auto Loan","Lease","4.0"
"27636","6834","Credit Card","Cashback","4.9"
"27637","6834","Business Loan","Equipment Financing","4.7"
"27638","2428","Checking Account","Basic","3.4"
"27639","2428","Certificate of Deposit","10-Year","4.0"
"27640","9761","Credit Card","Student","3.9"
"27641","9761","Business Loan","Term Loan","3.6"
"27642","9761","Mortgage","Reverse Mortgage","4.1"
"27643","4001","Home Equity Loan","Variable Rate","4.1"
"27644","5053","Certificate of Deposit","3-Month","2.7"
"27645","5053","Savings Account","Children's Savings","2.5"
"27646","2739","Home Equity Loan","Fixed Rate","3.5"
"27647","2739","Student Loan","Refinance","3.6"
"27648","2739","Investment Account","Brokerage","3.6"
"27649","5733","Business Loan","Equipment Financing","3.7"
"27650","5733","Credit Card","Secured","4.3"
"27651","5733","Mortgage","Balloon Payment","4.4"
"27652","5388","Auto Loan","Lease","3.3"
"27653","5388","Investment Account","Managed","4.7"
"27654","8003","Investment Account","Self-Directed","3.8"
"27655","8003","Retirement Account","401K","4.2"
"27656","5537","Checking Account","Student","4.0"
"27657","5537","Personal Loan","Debt Consolidation","3.0"
"27658","3914","Investment Account","Robo Advisor","4.5"
"27659","3914","Home Equity Loan","HELOC","4.1"
"27660","1067","Checking Account","Basic","5.0"
"27661","1067","Certificate of Deposit","1-Year","2.5"
"27662","7724","Credit Card","Secured","4.3"
"27663","7724","Mortgage","Adjustable Rate","5.0"
"27664","7724","Business Loan","Term Loan","5.0"
"27665","4381","Savings Account","High Yield","3.5"
"27666","4381","Checking Account","Basic","3.7"
"27667","4108","Savings Account","Money Market","4.3"
"27668","4108","Certificate of Deposit","10-Year","2.8"
"27669","5727","Credit Card","Balance Transfer","4.3"
"27670","3374","Checking Account","Student","4.4"
"27671","3374","Personal Loan","Debt Consolidation","4.6"
"27672","3374","Savings Account","Money Market","4.9"
"27673","8946","Home Equity Loan","HELOC","4.5"
"27674","8946","Investment Account","Managed","3.1"
"27675","8946","Student Loan","Private","4.8"
"27676","2083","Personal Loan","Secured","5.0"
"27677","2083","Savings Account","Money Market","4.4"
"27678","8968","Mortgage","Reverse Mortgage","3.9"
"27679","8968","Business Loan","Term Loan","4.4"
"27680","8968","Credit Card","Cashback","3.7"
"27681","6749","Home Equity Loan","Fixed Rate","4.7"
"27682","6749","Auto Loan","New Car","4.2"
"27683","9818","Personal Loan","Debt Consolidation","3.7"
"27684","9818","Certificate of Deposit","1-Year","3.0"
"27685","418","Certificate of Deposit","1-Year","4.1"
"27686","418","Savings Account","High Yield","4.0"
"27687","8307","Credit Card","Secured","2.6"
"27688","8307","Mortgage","Balloon Payment","3.9"
"27689","8809","Credit Card","Student","4.3"
"27690","8809","Business Loan","Line of Credit","2.6"
"27691","3975","Retirement Account","Simple IRA","4.0"
"27692","3975","Investment Account","Self-Directed","4.1"
"27693","3268","Certificate of Deposit","1-Year","2.6"
"27694","3268","Savings Account","Regular","4.6"
"27695","826","Business Loan","Equipment Financing","4.5"
"27696","826","Credit Card","Balance Transfer","5.0"
"27697","7669","Business Loan","Equipment Financing","4.5"
"27698","7669","Credit Card","Rewards","3.4"
"27699","5746","Investment Account","Brokerage","4.2"
"27700","5746","Retirement Account","IRA","4.5"
"27701","5746","Student Loan","Consolidation","4.2"
"27702","9709","Home Equity Loan","HELOC","4.1"
"27703","9709","Student Loan","Refinance","4.8"
"27704","413","Business Loan","Term Loan","3.9"
"27705","413","Mortgage","Reverse Mortgage","3.9"
"27706","7544","Checking Account","Basic","4.1"
"27707","7544","Savings Account","Regular","4.0"
"27708","7588","Mortgage","Fixed Rate","4.9"
"27709","7588","Business Loan","Term Loan","4.3"
"27710","729","Certificate of Deposit","3-Month","5.0"
"27711","729","Savings Account","Children's Savings","3.4"
"27712","7165","Business Loan","SBA Loan","2.9"
"27713","7165","Credit Card","Rewards","4.2"
"27714","8868","Student Loan","Refinance","3.4"
"27715","8868","Investment Account","Brokerage","3.4"
"27716","8868","Auto Loan","Used Car","2.5"
"27717","5989","Business Loan","SBA Loan","3.5"
"27718","5989","Mortgage","Adjustable Rate","5.0"
"27719","2505","Business Loan","Line of Credit","3.1"
"27720","2505","Mortgage","Fixed Rate","4.0"
"27721","2505","Credit Card","Business","3.2"
"27722","2968","Home Equity Loan","Fixed Rate","4.7"
"27723","2968","Student Loan","Refinance","4.2"
"27724","2968","Retirement Account","SEP IRA","3.2"
"27725","2787","Checking Account","Premium","3.9"
"27726","2787","Personal Loan","Unsecured","4.1"
"27727","1123","Personal Loan","Debt Consolidation","3.8"
"27728","1123","Certificate of Deposit","2-Year","4.4"
"27729","4080","Retirement Account","401K","3.3"
"27730","4080","Investment Account","Managed","3.4"
"27731","4080","Student Loan","Refinance","2.9"
"27732","1572","Checking Account","Student","4.7"
"27733","1572","Personal Loan","Home Improvement","4.0"
"27734","5074","Savings Account","Money Market","4.1"
"27735","5074","Certificate of Deposit","3-Month","3.6"
"27736","5105","Checking Account","Basic","3.4"
"27737","5105","Personal Loan","Secured","3.9"
"27738","2144","Personal Loan","Unsecured","3.0"
"27739","2144","Checking Account","Student","4.7"
"27740","9880","Retirement Account","Simple IRA","3.0"
"27741","9880","Home Equity Loan","HELOC","3.6"
"27742","6807","Investment Account","Brokerage","4.5"
"27743","6807","Home Equity Loan","Variable Rate","3.5"
"27744","6807","Retirement Account","Simple IRA","4.7"
"27745","7358","Credit Card","Travel","4.7"
"27746","3441","Credit Card","Cashback","5.0"
"27747","3441","Business Loan","Term Loan","4.1"
"27748","3767","Savings Account","High Yield","3.8"
"27749","3767","Certificate of Deposit","3-Month","4.3"
"27750","3767","Personal Loan","Debt Consolidation","4.6"
"27751","5645","Savings Account","Children's Savings","4.0"
"27752","5645","Checking Account","Senior","4.8"
"27753","2915","Business Loan","Term Loan","3.9"
"27754","2915","Credit Card","Rewards","3.7"
"27755","4969","Home Equity Loan","HELOC","5.0"
"27756","4969","Investment Account","Self-Directed","3.7"
"27757","5918","Checking Account","Senior","5.0"
"27758","5918","Savings Account","Children's Savings","5.0"
"27759","8788","Mortgage","Balloon Payment","3.9"
"27760","8788","Business Loan","Line of Credit","3.7"
"27761","8788","Credit Card","Travel","4.5"
"27762","729","Checking Account","Premium","5.0"
"27763","729","Savings Account","Children's Savings","4.1"
"27764","1366","Business Loan","SBA Loan","3.7"
"27765","1366","Credit Card","Rewards","3.9"
"27766","1366","Mortgage","Balloon Payment","2.5"
"27767","4493","Checking Account","Student","3.9"
"27768","4493","Personal Loan","Secured","4.1"
"27769","4493","Certificate of Deposit","6-Month","4.2"
"27770","699","Business Loan","Equipment Financing","5.0"
"27771","699","Mortgage","Fixed Rate","4.3"
"27772","7187","Auto Loan","Used Car","4.2"
"27773","7187","Student Loan","Federal","3.6"
"27774","396","Home Equity Loan","Variable Rate","4.1"
"27775","396","Student Loan","Private","3.7"
"27776","7401","Investment Account","Robo Advisor","4.9"
"27777","7401","Home Equity Loan","Variable Rate","3.2"
"27778","8083","Retirement Account","IRA","4.6"
"27779","4172","Home Equity Loan","HELOC","3.3"
"27780","4361","Business Loan","Term Loan","3.7"
"27781","4361","Mortgage","Fixed Rate","3.0"
"27782","2503","Credit Card","Balance Transfer","3.8"
"27783","2503","Business Loan","Equipment Financing","4.8"
"27784","2503","Mortgage","Fixed Rate","2.9"
"27785","718","Business Loan","Term Loan","4.3"
"27786","2783","Mortgage","Reverse Mortgage","4.0"
"27787","2783","Credit Card","Business","4.8"
"27788","2783","Business Loan","Line of Credit","3.8"
"27789","4947","Savings Account","Money Market","5.0"
"27790","4947","Personal Loan","Unsecured","3.6"
"27791","4947","Checking Account","Premium","4.1"
"27792","5487","Student Loan","Private","4.4"
"27793","5487","Auto Loan","Lease","4.2"
