CustomerID,Channel,ResponseRate,PreferenceScore
3907,Push Notification,0.59,5
3907,In-Person,0.66,3
3907,SMS,0.73,4
3907,Email,0.88,4
3908,Website Chat,0.2,1
3908,Phone,0.39,4
3908,In-Person,0.8,5
3908,Mobile App,0.54,4
3908,Direct Mail,0.46,5
3908,SMS,0.42,5
3909,Email,0.25,2
3909,Push Notification,0.43,4
3909,Mobile App,0.9,4
3909,SMS,0.48,5
3909,In-Person,0.94,4
3909,Website Chat,0.97,5
3910,SMS,0.11,5
3910,Phone,0.8,3
3911,In-Person,0.7,3
3911,Direct Mail,0.16,4
3911,Phone,0.14,3
3911,Mobile App,0.18,5
3911,SMS,0.89,1
3912,Website Chat,0.35,2
3912,Direct Mail,0.78,4
3912,Push Notification,0.58,1
3912,Email,0.78,2
3913,Website Chat,0.72,3
3913,SMS,0.24,5
3913,Direct Mail,0.35,2
3913,In-Person,0.79,3
3914,Website Chat,0.32,2
3914,In-Person,0.16,2
3914,Direct Mail,0.95,1
3915,Mobile App,0.14,3
3915,Website Chat,0.26,2
3915,Direct Mail,0.18,5
3916,Email,0.75,5
3916,SMS,0.9,2
3916,Website Chat,0.11,4
3917,Direct Mail,0.41,1
3917,Mobile App,0.84,5
3917,Website Chat,0.55,3
3917,Phone,0.76,5
3918,Website Chat,0.55,3
3918,Push Notification,0.13,5
3918,Direct Mail,0.68,3
3919,In-Person,0.82,5
3919,Mobile App,0.34,4
3919,Email,0.14,1
3919,Website Chat,0.39,1
3919,SMS,0.99,1
3919,Push Notification,0.34,1
3920,Push Notification,0.61,4
3920,SMS,0.73,3
3921,Mobile App,0.42,5
3921,Push Notification,0.25,3
3921,Email,0.41,5
3921,Phone,0.98,3
3921,In-Person,0.28,1
3922,Push Notification,0.76,3
3922,Direct Mail,0.31,2
3922,Website Chat,0.28,5
3923,In-Person,0.78,5
3923,Direct Mail,0.57,5
3923,Email,0.87,3
3924,Mobile App,0.23,5
3924,SMS,0.88,3
3925,Email,0.53,1
3925,Direct Mail,0.96,4
3925,SMS,0.28,1
3926,Email,0.55,2
3926,SMS,0.34,1
3926,Direct Mail,0.46,5
3927,SMS,0.74,3
3927,Push Notification,0.78,5
3927,Mobile App,0.37,3
3928,Website Chat,0.44,1
3928,Push Notification,0.19,1
3928,In-Person,0.32,1
3929,In-Person,0.27,5
3929,Phone,0.53,3
3929,Website Chat,0.76,5
3929,Direct Mail,0.41,2
3929,SMS,0.78,3
3929,Email,0.73,5
3930,SMS,0.16,1
3930,Phone,0.27,1
3930,Direct Mail,0.16,5
3931,Email,0.4,3
3931,In-Person,0.72,4
3931,SMS,0.55,3
3931,Mobile App,0.67,2
3932,SMS,0.86,5
3932,Website Chat,0.96,2
3933,Phone,0.89,1
3933,Direct Mail,0.71,3
3934,Mobile App,0.83,1
3934,Phone,0.69,1
3935,Mobile App,0.47,1
3935,In-Person,0.77,2
3935,Direct Mail,0.55,1
3935,Phone,0.78,2
3935,Website Chat,0.59,5
3936,Website Chat,0.32,2
3936,Direct Mail,0.75,2
3936,Phone,0.3,5
3936,SMS,0.85,5
3936,Email,0.33,3
3936,In-Person,0.22,4
3937,Website Chat,0.82,3
3937,SMS,0.94,4
3938,In-Person,0.94,1
3938,Phone,0.73,3
3938,Email,0.85,5
3939,Mobile App,0.84,3
3939,Phone,0.48,1
3939,In-Person,0.85,2
3939,Direct Mail,0.64,2
3940,Direct Mail,0.95,1
3940,In-Person,0.83,3
3940,Email,0.51,4
3940,Website Chat,0.25,3
3940,Phone,0.4,5
3941,In-Person,0.42,5
3941,Email,0.55,2
3941,Push Notification,0.27,1
3941,SMS,0.87,5
3942,SMS,0.45,5
3942,Email,0.4,3
3942,Phone,1.0,5
3942,Direct Mail,0.9,1
3942,Push Notification,0.4,5
3942,Mobile App,0.54,3
3943,Direct Mail,0.78,5
3943,In-Person,0.88,2
3943,Website Chat,0.78,1
3943,Email,0.54,2
3943,Mobile App,0.98,4
3944,Push Notification,0.15,3
3944,SMS,0.53,3
3944,Mobile App,0.88,1
3944,In-Person,0.87,3
3944,Phone,0.87,3
3945,Email,0.85,3
3945,Mobile App,0.28,2
3945,Push Notification,0.82,1
3946,In-Person,0.21,4
3946,Phone,0.38,5
3946,Direct Mail,0.1,5
3946,SMS,0.68,1
3947,Mobile App,0.81,4
3947,Phone,0.2,1
3947,Push Notification,0.81,4
3947,In-Person,0.52,5
3947,SMS,0.56,2
3948,Push Notification,0.78,5
3948,Website Chat,0.56,2
3948,Mobile App,0.18,5
3949,Website Chat,0.42,5
3949,Phone,0.35,1
3950,In-Person,0.65,1
3950,Phone,0.36,3
3950,Mobile App,0.53,3
3950,Direct Mail,0.35,4
3951,Email,0.88,4
3951,Direct Mail,0.35,5
3951,Phone,0.66,4
3951,Website Chat,0.21,1
3951,SMS,0.19,5
3952,Push Notification,0.16,3
3952,In-Person,0.88,2
3953,Push Notification,1.0,3
3953,Direct Mail,0.54,2
3954,Push Notification,0.35,3
3954,SMS,0.31,2
3954,Email,0.82,5
3954,In-Person,0.75,1
3954,Website Chat,0.94,5
3955,Direct Mail,0.57,2
3955,Mobile App,0.14,2
3956,Website Chat,0.84,5
3956,Email,0.28,1
3956,SMS,0.27,3
3956,Push Notification,0.14,4
3957,Phone,0.97,4
3957,Push Notification,0.32,3
3957,Direct Mail,0.84,1
3958,Email,0.67,5
3958,Direct Mail,0.26,2
3958,In-Person,0.75,4
3958,SMS,0.4,5
3959,Website Chat,0.93,3
3959,Phone,0.37,5
3959,SMS,0.97,3
3959,Email,0.69,4
3959,In-Person,0.73,4
3959,Push Notification,0.39,3
3960,Mobile App,0.26,5
3960,Website Chat,0.76,3
3961,Phone,0.89,3
3961,Website Chat,0.23,1
3961,In-Person,0.58,5
3961,Email,0.93,5
3961,Direct Mail,0.32,4
3962,Mobile App,0.86,2
3962,Email,0.64,3
3962,Phone,0.24,4
3963,SMS,0.47,5
3963,Push Notification,0.59,2
3963,Website Chat,0.18,3
3963,In-Person,0.3,3
3964,In-Person,0.49,2
3964,SMS,0.17,1
3965,Phone,0.13,1
3965,Mobile App,0.55,3
3966,In-Person,0.51,3
3966,SMS,0.19,2
3966,Website Chat,0.24,4
3966,Direct Mail,0.32,1
3966,Mobile App,0.51,4
3967,Website Chat,0.21,2
3967,In-Person,0.16,5
3967,Push Notification,0.82,1
3967,Phone,0.4,1
3967,SMS,0.26,5
3967,Email,0.6,1
3968,In-Person,0.21,4
3968,SMS,0.9,1
3968,Push Notification,0.52,5
3968,Direct Mail,0.47,2
3969,Website Chat,0.79,5
3969,Phone,0.44,1
3969,SMS,0.15,1
3969,Direct Mail,0.41,4
3969,Email,0.26,1
3969,In-Person,0.58,1
3970,Push Notification,0.11,5
3970,Email,0.42,3
3970,SMS,0.53,2
3970,In-Person,0.68,2
3970,Direct Mail,0.11,3
3971,Phone,0.53,5
3971,Email,0.99,1
3971,Mobile App,0.87,2
3971,Website Chat,0.39,1
3972,SMS,0.73,1
3972,Website Chat,0.1,1
3972,Mobile App,0.21,4
3972,Direct Mail,0.49,1
3973,Email,0.93,1
3973,Website Chat,0.25,1
3973,SMS,0.27,5
3973,Direct Mail,0.75,2
3973,Mobile App,0.84,5
3975,Mobile App,0.5,1
3975,In-Person,0.64,3
3975,Push Notification,0.46,1
3976,SMS,0.58,5
3976,Push Notification,0.38,3
3977,Direct Mail,0.42,4
3977,In-Person,0.84,2
3977,Email,0.43,1
3977,Push Notification,0.39,5
3977,Mobile App,0.2,4
3977,Website Chat,0.75,2
3978,Website Chat,0.37,2
3978,Mobile App,0.34,2
3978,Push Notification,0.37,2
3978,Direct Mail,0.23,3
3978,In-Person,0.27,1
3978,Phone,0.19,5
3979,SMS,0.56,1
3979,Mobile App,0.26,4
3979,Email,0.2,3
3979,Direct Mail,0.69,2
3979,In-Person,0.83,1
3980,Direct Mail,0.7,2
3980,SMS,0.8,4
3981,Direct Mail,0.35,4
3981,Phone,0.49,4
3981,Mobile App,0.27,5
3981,Website Chat,0.71,5
3982,In-Person,0.93,3
3982,Phone,0.35,4
3983,Phone,0.76,1
3983,Push Notification,0.68,5
3983,Website Chat,0.87,5
3984,Direct Mail,0.3,3
3984,Email,0.36,2
3985,SMS,0.61,1
3985,Phone,0.31,2
3985,Direct Mail,0.44,2
3985,Email,0.64,4
3986,Mobile App,0.83,4
3986,In-Person,0.27,1
3986,Email,0.19,2
3987,In-Person,0.17,3
3987,Email,0.21,1
3987,Phone,0.53,2
3988,In-Person,0.31,1
3988,Direct Mail,0.88,5
3988,Mobile App,0.51,2
3989,Phone,0.52,5
3989,In-Person,0.4,4
3989,Email,0.35,4
3989,Website Chat,0.71,3
3990,In-Person,0.19,3
3990,Email,0.41,1
3990,Direct Mail,0.54,4
3990,SMS,0.24,4
3990,Phone,0.14,2
3991,Phone,0.46,5
3991,SMS,0.59,1
3991,Mobile App,0.32,2
3992,In-Person,0.72,1
3992,Push Notification,0.72,1
3992,Mobile App,0.15,4
3992,SMS,0.94,4
3992,Email,0.81,2
3992,Website Chat,0.98,1
3993,Mobile App,0.62,2
3993,Website Chat,0.59,2
3993,Phone,0.32,4
3993,SMS,0.99,1
3993,Push Notification,0.34,4
3993,Direct Mail,0.6,2
3994,Phone,0.38,5
3994,Push Notification,0.5,4
3994,SMS,0.67,2
3994,Mobile App,0.78,4
3995,Mobile App,0.35,1
3995,Phone,0.46,1
3996,Mobile App,0.66,3
3996,Direct Mail,0.35,5
3996,Email,0.33,5
3997,Push Notification,0.25,4
3997,Mobile App,0.8,3
3998,SMS,0.72,2
3998,Direct Mail,0.31,4
3998,Push Notification,0.85,2
3998,Website Chat,0.75,5
3998,Mobile App,0.87,2
3998,Email,0.88,2
3999,Website Chat,0.84,5
3999,Push Notification,0.87,1
3999,In-Person,0.5,5
3999,SMS,0.42,5
3999,Mobile App,0.42,4
4001,In-Person,0.74,2
4001,Phone,0.96,1
4002,Website Chat,0.23,4
4002,Direct Mail,0.45,2
4002,Push Notification,0.78,4
4002,SMS,0.26,2
4002,Mobile App,0.23,5
4003,Mobile App,0.16,3
4003,In-Person,0.53,5
4003,Phone,0.5,4
4003,Direct Mail,0.21,2
4003,Website Chat,0.52,4
4004,In-Person,0.29,2
4004,Push Notification,0.56,1
4004,Email,0.84,1
4004,Mobile App,0.66,2
4004,SMS,0.7,4
4004,Direct Mail,0.56,4
4005,Push Notification,0.86,3
4005,Direct Mail,0.87,3
4005,Mobile App,0.25,3
4005,Phone,0.23,2
4005,In-Person,0.46,2
4006,Mobile App,0.2,1
4006,Push Notification,0.68,1
4007,SMS,0.37,4
4007,Push Notification,0.93,1
4007,Website Chat,0.14,3
4007,Email,0.15,2
4007,Direct Mail,0.76,2
4007,Mobile App,0.35,3
4008,SMS,0.59,1
4008,Website Chat,0.16,3
4008,Phone,0.13,3
4008,Direct Mail,0.39,4
4008,Email,0.63,2
4009,Email,0.25,2
4009,SMS,0.37,4
4009,Push Notification,0.42,2
4009,Direct Mail,0.17,3
4009,In-Person,0.21,3
4010,SMS,0.32,2
4010,Direct Mail,0.68,2
4010,Mobile App,0.98,1
4010,Push Notification,0.43,1
4011,Email,0.19,1
4011,Phone,0.89,2
4011,Mobile App,0.7,1
4011,Push Notification,0.38,4
4012,Direct Mail,0.99,2
4012,Email,0.82,3
4012,Mobile App,0.6,4
4012,In-Person,0.78,5
4012,Phone,0.55,5
4012,SMS,0.29,5
4013,Phone,0.42,4
4013,Email,0.6,3
4013,Direct Mail,0.5,1
4013,In-Person,0.76,1
4013,Mobile App,0.55,5
4013,Website Chat,0.12,5
4014,SMS,0.14,4
4014,Email,0.81,3
4015,Phone,0.99,4
4015,Mobile App,0.63,3
4015,Push Notification,0.52,5
4015,In-Person,0.74,2
4015,Website Chat,0.56,5
4016,In-Person,0.74,4
4016,Website Chat,0.3,1
4016,Phone,0.44,5
4016,Direct Mail,0.65,2
4016,Mobile App,0.32,1
4017,Email,0.77,1
4017,Direct Mail,0.53,4
4017,In-Person,0.5,4
4018,Mobile App,0.14,3
4018,In-Person,0.87,3
4018,Email,0.73,3
4018,Push Notification,0.36,3
4018,Direct Mail,0.35,1
4019,SMS,0.79,4
4019,Direct Mail,0.64,4
4019,Phone,0.93,2
4020,Direct Mail,0.41,2
4020,SMS,0.39,5
4020,Phone,0.64,2
4021,SMS,0.53,2
4021,Mobile App,0.54,3
4021,Phone,0.82,2
4021,In-Person,0.64,2
4021,Website Chat,0.79,4
4021,Direct Mail,0.94,3
4022,Push Notification,0.13,1
4022,Direct Mail,0.74,2
4023,Email,0.66,4
4023,Website Chat,0.39,5
4023,In-Person,0.99,4
4023,SMS,0.28,3
4023,Push Notification,0.22,5
4024,Website Chat,0.99,5
4024,Phone,0.41,4
4024,Push Notification,0.4,3
4024,In-Person,0.59,1
4025,Phone,0.86,2
4025,SMS,0.7,4
4026,Email,0.65,3
4026,Push Notification,0.97,4
4026,Direct Mail,0.26,2
4026,Website Chat,0.19,5
4026,Phone,0.91,1
4027,Website Chat,0.82,1
4027,In-Person,0.29,4
4027,Push Notification,0.91,5
4027,Email,0.39,2
4027,Direct Mail,0.87,2
4027,Phone,0.92,3
4028,Phone,0.48,4
4028,Direct Mail,0.39,1
4029,SMS,0.69,4
4029,Phone,0.38,3
4029,Push Notification,0.19,1
4029,In-Person,0.99,2
4030,SMS,0.67,4
4030,In-Person,0.39,2
4030,Push Notification,0.56,2
4030,Website Chat,0.52,5
4031,Direct Mail,0.58,4
4031,Phone,0.31,5
4031,Website Chat,0.25,2
4032,In-Person,0.39,2
4032,SMS,0.94,4
4032,Email,0.35,1
4032,Phone,0.67,4
4032,Direct Mail,0.29,4
4032,Push Notification,0.61,5
4033,Mobile App,0.58,2
4033,In-Person,0.4,4
4034,Phone,0.69,3
4034,SMS,0.93,2
4034,Mobile App,0.64,4
4035,Direct Mail,0.62,5
4035,SMS,0.74,3
4035,Mobile App,0.14,1
4036,Phone,0.21,3
4036,Website Chat,0.41,3
4037,Email,0.56,5
4037,Website Chat,0.74,4
4037,Push Notification,0.29,1
4037,In-Person,0.22,3
4037,Direct Mail,0.53,1
4037,Mobile App,0.57,3
4038,Email,0.99,3
4038,Direct Mail,0.8,1
4039,Phone,0.72,3
4039,Push Notification,0.81,2
4040,SMS,0.49,2
4040,Direct Mail,0.62,3
4041,In-Person,0.37,3
4041,Phone,0.67,5
4041,Email,0.82,4
4041,Push Notification,0.26,3
4042,SMS,0.69,2
4042,Push Notification,0.73,2
4043,Email,0.2,3
4043,Website Chat,0.35,5
4044,Website Chat,0.85,3
4044,Phone,0.82,1
4044,In-Person,0.62,2
4044,Email,0.45,2
4045,Phone,0.86,1
4045,Direct Mail,0.67,3
4045,In-Person,0.76,3
4045,Website Chat,0.28,4
4045,Email,0.69,3
4046,Direct Mail,0.25,2
4046,Email,0.31,3
4046,Push Notification,0.65,5
4047,Website Chat,0.95,3
4047,In-Person,0.47,5
4048,Website Chat,0.66,4
4048,Direct Mail,0.69,5
4048,Push Notification,0.32,5
4048,Email,0.74,5
4048,Mobile App,0.64,3
4048,Phone,0.6,4
4049,Push Notification,0.18,3
4049,Website Chat,0.33,3
4049,Email,0.36,4
4050,Mobile App,0.97,3
4050,Push Notification,0.53,5
4050,Phone,0.22,3
4050,Email,0.47,2
4051,Phone,0.36,3
4051,Push Notification,0.28,4
4051,Email,0.7,2
4051,In-Person,0.78,3
4052,Mobile App,0.85,1
4052,Push Notification,0.83,4
4052,Direct Mail,0.17,4
4052,Phone,0.18,2
4053,Push Notification,0.52,4
4053,Phone,0.22,5
4053,SMS,0.7,5
4053,Direct Mail,0.77,3
4053,In-Person,0.32,5
4053,Website Chat,0.51,4
4054,Direct Mail,0.57,4
4054,SMS,0.85,5
4054,Mobile App,0.95,5
4055,Phone,0.48,5
4055,Website Chat,0.64,2
4055,Email,0.6,1
4056,Website Chat,0.33,4
4056,Push Notification,0.87,5
4056,SMS,0.66,4
4056,Email,0.89,4
4057,Phone,0.41,2
4057,Website Chat,0.53,3
4057,Email,0.89,2
4057,Direct Mail,0.32,3
4057,SMS,0.56,4
4057,In-Person,0.22,4
4058,Website Chat,0.48,4
4058,Email,0.45,1
4058,Direct Mail,0.88,2
4058,In-Person,0.91,3
4058,Mobile App,1.0,5
4059,Push Notification,0.24,4
4059,Direct Mail,0.32,3
4059,Mobile App,0.67,5
4059,Phone,0.45,1
4059,SMS,0.56,2
4059,Email,0.6,2
4060,Mobile App,0.68,3
4060,In-Person,0.45,2
4060,SMS,0.74,2
4060,Direct Mail,0.7,1
4061,Website Chat,0.31,1
4061,Direct Mail,0.64,4
4061,Push Notification,0.21,4
4061,Email,0.78,4
4062,SMS,0.91,3
4062,Mobile App,0.88,4
4062,Website Chat,0.99,3
4062,Direct Mail,0.2,4
4062,Email,0.33,4
4062,Push Notification,0.55,3
4063,Mobile App,0.32,5
4063,Email,0.1,2
4063,Website Chat,0.24,5
4063,Push Notification,0.56,2
4063,Phone,0.54,4
4063,SMS,0.54,2
4064,Phone,0.29,3
4064,Direct Mail,0.82,2
4064,In-Person,0.5,5
4064,Mobile App,0.87,3
4065,In-Person,0.91,1
4065,Phone,0.34,1
4065,Email,0.22,2
4065,Direct Mail,0.76,3
4066,Website Chat,0.28,2
4066,SMS,0.27,5
4066,Push Notification,0.43,2
4067,Website Chat,0.21,3
4067,SMS,0.36,2
4067,Push Notification,0.41,3
4067,Mobile App,0.32,1
4067,Email,0.46,2
4068,Mobile App,0.22,1
4068,Website Chat,0.82,3
4068,In-Person,0.91,1
4068,Email,0.93,2
4068,Push Notification,0.3,4
4068,Direct Mail,0.71,2
4069,In-Person,0.41,5
4069,Email,0.52,5
4070,Mobile App,0.3,5
4070,Phone,0.99,2
4071,Website Chat,0.98,2
4071,Direct Mail,0.92,4
4071,Phone,0.13,4
4071,Push Notification,0.71,1
4071,Mobile App,0.47,5
4071,SMS,0.13,5
4072,Direct Mail,0.54,2
4072,In-Person,0.35,3
4072,Website Chat,0.97,5
4072,Mobile App,0.52,5
4072,Phone,0.13,1
4072,Push Notification,0.12,3
4073,Phone,0.4,1
4073,SMS,0.36,2
4073,Push Notification,0.59,1
4073,In-Person,0.53,5
4073,Direct Mail,0.27,4
4074,Email,0.4,3
4074,Website Chat,0.16,3
4074,Push Notification,0.97,2
4074,SMS,0.49,4
4075,Push Notification,0.38,5
4075,SMS,0.26,1
4075,Website Chat,0.58,5
4075,Email,0.8,3
4076,In-Person,0.18,2
4076,Email,0.1,4
4077,Direct Mail,0.33,3
4077,In-Person,0.44,3
4077,SMS,0.42,4
4077,Email,0.52,1
4078,In-Person,0.63,3
4078,Mobile App,0.93,5
4079,In-Person,0.7,3
4079,Email,0.25,1
4079,SMS,0.33,2
4079,Phone,0.38,4
4079,Direct Mail,0.83,4
4080,Website Chat,0.86,4
4080,Mobile App,0.32,4
4080,SMS,0.61,4
4080,Email,0.68,3
4081,Push Notification,0.16,4
4081,SMS,0.72,4
4082,Mobile App,0.41,5
4082,SMS,0.38,3
4082,Direct Mail,0.42,5
4082,Website Chat,0.97,5
4082,In-Person,0.12,4
4082,Push Notification,0.34,3
4083,Mobile App,0.77,3
4083,Email,0.58,2
4083,Website Chat,0.24,4
4084,Direct Mail,0.28,4
4084,Phone,0.73,5
4084,Website Chat,0.92,3
4084,Mobile App,0.97,4
4084,Push Notification,0.73,3
4084,SMS,0.13,1
4085,In-Person,0.41,3
4085,Phone,0.34,4
4086,Email,0.22,4
4086,Mobile App,0.97,2
4086,SMS,0.55,1
4086,Direct Mail,0.91,4
4087,Email,0.27,2
4087,Direct Mail,0.5,5
4088,Direct Mail,0.93,2
4088,Website Chat,0.55,3
4088,SMS,0.11,3
4088,Phone,0.23,1
4088,Mobile App,0.67,4
4088,Email,0.46,3
4089,Direct Mail,0.2,4
4089,Website Chat,0.36,2
4089,Push Notification,0.86,1
4089,Mobile App,0.92,4
4089,Email,0.74,3
4089,Phone,0.53,3
4090,Direct Mail,0.36,3
4090,Mobile App,0.55,3
4090,Phone,0.39,2
4090,In-Person,0.42,1
4090,Website Chat,0.84,1
4091,Email,0.19,4
4091,Push Notification,0.25,2
4091,SMS,0.44,1
4091,Mobile App,0.79,3
4091,In-Person,0.39,4
4092,Direct Mail,0.94,2
4092,Phone,0.95,5
4092,In-Person,0.38,2
4092,Website Chat,0.85,4
4092,Email,0.5,4
4092,Push Notification,0.74,5
4093,Website Chat,0.42,5
4093,In-Person,0.37,5
4093,Push Notification,0.37,1
4093,Phone,0.48,3
4093,Direct Mail,0.91,5
4093,Email,0.36,3
4094,Website Chat,0.72,2
4094,Email,0.36,2
4094,In-Person,0.75,5
4094,Mobile App,0.65,2
4094,Direct Mail,0.26,5
4094,Push Notification,0.57,4
4095,Email,0.19,5
4095,SMS,0.7,1
4096,In-Person,0.44,1
4096,Email,0.26,2
4096,Website Chat,0.73,3
4096,Direct Mail,0.65,2
4097,Phone,0.72,4
4097,Email,0.48,4
4097,Push Notification,0.97,1
4097,Mobile App,0.48,2
4098,SMS,0.71,1
4098,Push Notification,0.99,5
4099,SMS,0.42,3
4099,Direct Mail,0.54,4
4099,Website Chat,0.89,5
4099,In-Person,0.32,3
4099,Push Notification,0.13,5
4099,Mobile App,0.13,1
4100,Push Notification,0.62,3
4100,Email,0.31,2
4100,Website Chat,0.17,5
4100,Phone,0.3,3
4101,Mobile App,0.13,4
4101,In-Person,0.29,3
4102,Email,0.97,1
4102,Phone,0.19,2
4102,Direct Mail,0.87,4
4102,In-Person,0.16,1
4102,Website Chat,0.86,3
4103,Direct Mail,0.44,5
4103,SMS,0.93,3
4104,Email,0.44,2
4104,Phone,0.92,1
4104,Push Notification,0.55,5
4104,In-Person,0.88,1
4104,Website Chat,0.45,1
4105,Phone,0.94,1
4105,In-Person,0.44,4
4105,Website Chat,0.81,3
4106,Mobile App,0.97,4
4106,Email,0.13,5
4107,Website Chat,0.98,3
4107,Mobile App,0.87,3
4107,SMS,0.36,4
4108,Email,0.59,2
4108,In-Person,0.94,5
4108,Direct Mail,0.14,3
4108,Website Chat,0.83,3
4109,In-Person,0.95,5
4109,Mobile App,0.46,5
4109,SMS,0.15,4
4110,Website Chat,0.15,4
4110,SMS,0.37,1
4110,Email,0.67,1
4110,Phone,0.85,3
4110,In-Person,0.29,1
4110,Direct Mail,0.32,4
4111,Phone,0.16,2
4111,Push Notification,0.61,3
4111,Mobile App,0.68,2
4112,Website Chat,0.55,3
4112,Mobile App,0.74,3
4112,Phone,0.33,2
4112,In-Person,0.79,1
4113,Push Notification,0.92,1
4113,Direct Mail,0.64,3
4114,Email,0.82,4
4114,Mobile App,0.43,5
4114,Push Notification,0.38,1
4114,In-Person,0.95,2
4114,SMS,0.5,3
4115,In-Person,0.32,2
4115,Direct Mail,0.83,2
4115,Phone,0.14,1
4116,Phone,0.33,3
4116,Email,0.49,2
4116,Mobile App,0.17,3
4117,Direct Mail,0.51,4
4117,Email,0.28,4
4117,Phone,0.93,1
4117,SMS,0.66,2
4117,Mobile App,0.92,3
4118,Phone,0.12,4
4118,Website Chat,0.98,2
4118,SMS,0.11,5
4118,In-Person,0.9,3
4119,Mobile App,0.33,2
4119,Website Chat,0.37,1
4120,Mobile App,0.41,5
4120,SMS,0.2,5
4120,Email,0.57,4
4120,Website Chat,0.63,3
4120,Direct Mail,0.45,2
4121,Phone,0.43,4
4121,Website Chat,0.75,2
4121,Mobile App,0.5,3
4121,Push Notification,0.23,2
4122,In-Person,0.37,4
4122,SMS,0.15,5
4122,Email,0.75,3
4122,Mobile App,0.41,2
4122,Website Chat,0.12,2
4122,Direct Mail,0.55,3
4123,Mobile App,0.36,1
4123,Direct Mail,0.36,5
4124,SMS,0.6,2
4124,Email,0.61,2
4125,Mobile App,0.63,2
4125,SMS,0.59,1
4125,Phone,0.52,4
4125,Direct Mail,0.63,3
4125,Push Notification,0.46,2
4126,Phone,0.77,3
4126,Website Chat,0.88,1
4127,Mobile App,0.64,2
4127,Website Chat,0.59,3
4127,In-Person,0.44,3
4127,Phone,0.94,3
4127,Email,0.49,5
4128,Push Notification,0.19,2
4128,Direct Mail,0.41,4
4128,Email,0.76,4
4129,Direct Mail,0.63,2
4129,Phone,0.86,3
4130,Email,0.41,2
4130,Mobile App,0.49,1
4130,SMS,0.12,3
4130,Website Chat,0.9,1
4130,Push Notification,0.58,4
4130,Phone,0.66,3
4131,In-Person,0.68,4
4131,Website Chat,0.26,3
4131,Push Notification,0.44,5
4131,Direct Mail,0.58,4
4131,Email,0.81,1
4131,SMS,0.98,5
4132,Mobile App,0.95,2
4132,Email,0.36,5
4132,Phone,0.63,2
4133,Website Chat,0.56,5
4133,Direct Mail,0.81,5
4133,Push Notification,0.81,5
4133,In-Person,0.96,3
4133,Phone,0.9,3
4134,SMS,0.35,5
4134,Direct Mail,0.99,3
4134,Website Chat,0.91,3
4134,Email,0.51,1
4134,Phone,0.52,4
4134,Mobile App,0.24,5
4135,In-Person,0.46,2
4135,Push Notification,0.47,5
4135,Website Chat,0.8,3
4135,Email,0.11,5
4135,Mobile App,0.17,4
4135,Direct Mail,0.46,4
4136,Phone,0.16,3
4136,Mobile App,0.33,4
4137,In-Person,0.53,2
4137,Mobile App,0.29,1
4137,Phone,0.42,1
4137,Push Notification,0.3,1
4137,Website Chat,0.11,5
4137,SMS,0.6,1
4138,Mobile App,0.38,4
4138,Phone,0.51,3
4138,In-Person,0.24,4
4138,Direct Mail,0.77,3
4138,Website Chat,0.16,1
4139,Push Notification,0.86,2
4139,SMS,0.49,2
4139,Phone,0.69,2
4139,In-Person,0.9,4
4139,Mobile App,0.42,3
4140,Direct Mail,0.39,2
4140,Push Notification,0.42,1
4141,Mobile App,0.23,1
4141,SMS,0.49,5
4141,Push Notification,0.73,1
4141,Email,0.36,4
4142,SMS,0.33,2
4142,Direct Mail,0.69,3
4142,Website Chat,0.55,4
4143,Push Notification,0.2,1
4143,SMS,0.1,4
4143,Website Chat,0.88,4
4144,In-Person,0.16,3
4144,Email,0.32,3
4144,Push Notification,0.36,3
4145,Website Chat,0.26,3
4145,Mobile App,0.78,4
4145,SMS,0.14,4
4145,Email,0.92,1
4146,Direct Mail,0.83,1
4146,Website Chat,0.62,5
4146,SMS,0.48,2
4146,Mobile App,0.99,5
4146,Push Notification,0.54,3
4146,In-Person,0.17,3
4147,Push Notification,0.16,3
4147,Email,0.78,1
4147,Mobile App,0.73,1
4147,Website Chat,0.37,1
4148,In-Person,0.49,3
4148,Phone,0.29,5
4148,Website Chat,0.27,3
4148,Direct Mail,0.16,2
4148,SMS,0.54,5
4149,Direct Mail,0.41,5
4149,Website Chat,0.65,5
4149,Push Notification,0.53,5
4149,Mobile App,0.56,3
4150,In-Person,0.3,4
4150,Website Chat,0.19,1
4150,Phone,0.35,2
4150,Email,0.85,3
4150,Direct Mail,0.75,4
4150,SMS,0.38,3
4151,SMS,0.12,3
4151,In-Person,0.19,5
4151,Website Chat,0.25,5
4151,Push Notification,0.79,5
4151,Email,0.5,2
4151,Phone,0.62,2
4152,In-Person,0.22,3
4152,Phone,0.3,5
4152,Direct Mail,0.14,1
4153,Phone,0.13,3
4153,SMS,0.14,2
4153,Website Chat,0.19,2
4153,In-Person,0.65,1
4153,Email,0.24,3
4153,Direct Mail,0.18,3
4154,In-Person,0.46,4
4154,Direct Mail,0.81,2
4154,SMS,0.12,3
4155,Phone,0.78,4
4155,Email,0.78,4
4156,SMS,0.27,4
4156,Mobile App,0.37,2
4157,Phone,0.86,4
4157,SMS,0.67,5
4157,Website Chat,0.64,5
4158,In-Person,0.28,5
4158,Push Notification,0.46,1
4158,Email,0.19,1
4158,Website Chat,0.64,5
4159,Push Notification,0.16,1
4159,Direct Mail,0.48,3
4159,In-Person,0.76,1
4159,Website Chat,0.65,5
4160,Phone,0.89,1
